"","companyId","avgOverallRating","numReviews"
"2417","company30750",NA,NA
"2418","company34042",4.1,30
"2419","company36457",3.9,NA
"2420","company217418",NA,NA
"2421","company37377",NA,NA
"2422","company17398",4,70
"2423","company194069",2,101
"2424","company60385",NA,NA
"2425","company17066",NA,NA
"2426","company106087",NA,NA
"2427","company04938",NA,NA
"2428","company05984",2.8,84
"2429","company93575",3.6,114
"2430","company35162",3.8,75
"2431","company42692",NA,NA
"2432","company104394",NA,NA
"2433","company29425",3.4,70
"2434","company13140",3,134
"2435","company134245",NA,NA
"2436","company105791",NA,NA
"2437","company07530",NA,NA
"2438","company15421",NA,NA
"2439","company12097",3.4,202
"2440","company35598",3.4,55
"2441","company160391",NA,NA
"2442","company197838",NA,NA
"2443","company16887",NA,NA
"2444","company01533",3.9,38
"2445","company222979",NA,NA
"2446","company35209",3.4,95
"2447","company17747",4.2,41
"2448","company12368",2.9,72
"2449","company14757",NA,NA
"2450","company01831",NA,NA
"2451","company63502",NA,NA
"2452","company11411",4,98
"2453","company166061",NA,NA
"2454","company123297",NA,NA
"2455","company15768",2.8,151
"2456","company05779",3.3,8
"2457","company61083",NA,NA
"2458","company90532",NA,NA
"2459","company51338",NA,NA
"2460","company51974",3.7,257
"2461","company49208",1,41
"2462","company166786",NA,NA
"2463","company15668",4.5,114
"2464","company02358",NA,NA
"2465","company23241",3.1,116
"2466","company214367",NA,NA
"2467","company73604",NA,NA
"2468","company23392",NA,NA
"2469","company12563",NA,NA
"2470","company34253",NA,NA
"2471","company04887",NA,NA
"2472","company10189",4.1,100
"2473","company33337",2.4,24
"2474","company03110",NA,NA
"2475","company12514",3.5,20
"2476","company12514",NA,NA
"2477","company127481",3.4,93
"2478","company01784",NA,NA
"2479","company26613",3.2,44
"2480","company37005",1.9,48
"2481","company01297",NA,NA
"2482","company03558",4,92
"2483","company78966",NA,NA
"2484","company13974",3.6,142
"2485","company01738",NA,NA
"2486","company00421",4.2,98
"2487","company80272",3.5,47
"2488","company02797",NA,NA
"2489","company87622",3,95
"2490","company201312",NA,NA
"2491","company138754",NA,NA
"2492","company17527",3.3,108
"2493","company03312",NA,NA
"2494","company04396",3.2,588
"2495","company89273",NA,NA
"2496","company39533",4,45
"2497","company34026",NA,NA
"2498","company55474",NA,NA
"2499","company94592",3,22
"2500","company35490",NA,NA
"2501","company29975",3.6,115
"2502","company152272",NA,NA
"2503","company210563",3.4,22
"2504","company19660",4.3,55
"2505","company156427",NA,NA
"2506","company08251",2.8,100
"2507","company24603",NA,NA
"2508","company113059",4,57
"2509","company34408",4.1,92
"2510","company187735",NA,NA
"2511","company26181",NA,NA
"2512","company47740",NA,NA
"2513","company193541",NA,NA
"2514","company03086",3.2,190
"2515","company33461",NA,NA
"2516","company37374",3.9,79
"2517","company47336",3.7,57
"2518","company36531",NA,NA
"2519","company04942",3.9,38
"2520","company13176",NA,NA
"2521","company61796",3.3,40
"2522","company23533",NA,NA
"2523","company38582",NA,NA
"2524","company03990",3.7,76
"2525","company136701",NA,NA
"2526","company189973",NA,NA
"2527","company13390",3.7,88
"2528","company74320",NA,NA
"2529","company35101",NA,NA
"2530","company60531",3.6,677
"2531","company87894",NA,NA
"2532","company126988",NA,NA
"2533","company17541",3.3,17
"2534","company119470",5,78
"2535","company50633",NA,NA
"2536","company50633",3.9,NA
"2537","company32049",NA,NA
"2538","company55865",3.7,83
"2539","company29456",3.4,71
"2540","company18688",3.6,119
"2541","company12012",5,15
"2542","company26026",NA,NA
"2543","company194787",NA,NA
"2544","company194787",3.8,NA
"2545","company27805",NA,NA
"2546","company24950",3.6,101
"2547","company88707",NA,NA
"2548","company09006",3.4,85
"2549","company122578",NA,NA
"2550","company01020",3.3,32
"2551","company40196",4,38
"2552","company11382",NA,NA
"2553","company18975",4,90
"2554","company11136",NA,NA
"2555","company09977",NA,NA
"2556","company226529",NA,NA
"2557","company111456",NA,NA
"2558","company92123",NA,NA
"2559","company07483",3.4,22
"2560","company115185",NA,NA
"2561","company26360",4,1509
"2562","company48462",NA,NA
"2563","company176389",NA,NA
"2564","company223701",NA,NA
"2565","company01730",NA,NA
"2566","company25908",3.9,130
"2567","company115523",NA,NA
"2568","company01811",4.2,101
"2569","company27036",NA,NA
"2570","company44040",NA,NA
"2571","company08750",3.6,1072
"2572","company85094",NA,NA
"2573","company34284",NA,NA
"2574","company10965",NA,NA
"2575","company111166",3,52
"2576","company161754",NA,NA
"2577","company08718",4.1,39
"2578","company147209",NA,NA
"2579","company31422",4.4,214
"2580","company231353",NA,NA
"2581","company146100",NA,NA
"2582","company47328",NA,NA
"2583","company45641",NA,NA
"2584","company06656",2.1,9
"2585","company157684",2.9,74
"2586","company111552",NA,NA
"2587","company150805",NA,NA
"2588","company152218",NA,NA
"2589","company05430",NA,NA
"2590","company18954",3,50
"2591","company28607",NA,NA
"2592","company125891",NA,NA
"2593","company21816",NA,NA
"2594","company155174",4,97
"2595","company68329",NA,NA
"2596","company67872",NA,NA
"2597","company68820",NA,NA
"2598","company115997",3.3,28
"2599","company134194",5,80
"2600","company82874",2.8,51
"2601","company192717",NA,NA
"2602","company20152",2.8,11
"2603","company166156",3,62
"2604","company49620",3.4,53
"2605","company49620",NA,NA
"2606","company80957",NA,NA
"2607","company18727",NA,NA
"2608","company14614",4,74
"2609","company114168",NA,NA
"2610","company24930",2.7,73
"2611","company66776",3,30
"2612","company27788",4.3,173
"2613","company15129",3.6,100
"2614","company13962",4.3,97
"2615","company04324",NA,NA
"2616","company234781",3.8,47
"2617","company13445",3.7,16
"2618","company10496",3.9,91
"2619","company24728",3.4,NA
"2620","company138636",NA,NA
"2621","company93548",5,77
"2622","company36836",NA,NA
"2623","company101829",5,27
"2624","company40953",4,92
"2625","company01114",NA,NA
"2626","company28262",NA,NA
"2627","company01891",NA,NA
"2628","company34755",3.7,40
"2629","company142411",3.7,103
"2630","company33808",NA,NA
"2631","company00504",3.1,93
"2632","company02885",NA,NA
"2633","company02885",3.3,77
"2634","company72055",NA,NA
"2635","company17045",4.2,63
"2636","company213672",NA,NA
"2637","company23308",NA,NA
"2638","company17762",3.4,38
"2639","company08845",4,42
"2640","company02491",NA,NA
"2641","company30165",3.7,39
"2642","company22923",4,224
"2643","company171783",NA,NA
"2644","company31002",NA,NA
"2645","company142816",3.6,71
"2646","company138854",3.9,97
"2647","company02263",3,24
"2648","company142957",NA,NA
"2649","company17794",NA,NA
"2650","company15104",4.2,31
"2651","company00239",NA,NA
"2652","company00239",4,NA
"2653","company01377",NA,NA
"2654","company61885",NA,NA
"2655","company18338",3.2,167
"2656","company152136",NA,NA
"2657","company18523",NA,NA
"2658","company151501",NA,NA
"2659","company09405",5,41
"2660","company03259",NA,NA
"2661","company34014",NA,NA
"2662","company40010",4.1,343
"2663","company04300",NA,NA
"2664","company62312",3.3,63
"2665","company53226",NA,NA
"2666","company156467",NA,NA
"2667","company07289",NA,NA
"2668","company12956",4.1,100
"2669","company77395",NA,NA
"2670","company12292",NA,NA
"2671","company33799",NA,NA
"2672","company193448",4.8,75
"2673","company38841",NA,NA
"2674","company67026",3.8,81
"2675","company27940",NA,NA
"2676","company162244",NA,NA
"2677","company22424",NA,NA
"2678","company24668",5,49
"2679","company161644",NA,NA
"2680","company80183",4,40
"2681","company04331",3.9,40
"2682","company05537",3.1,233
"2683","company215483",3,34
"2684","company35193",NA,NA
"2685","company58049",4.1,966
"2686","company04369",3.2,142
"2687","company56328",NA,NA
"2688","company17924",3.5,86
"2689","company66945",NA,NA
"2690","company42155",3.4,85
"2691","company92542",NA,NA
"2692","company190874",5,91
"2693","company05658",4,85
"2694","company70866",NA,NA
"2695","company01236",2.7,125
"2696","company16276",NA,NA
"2697","company07724",NA,NA
"2698","company46263",5,95
"2699","company44116",NA,NA
"2700","company67999",NA,NA
"2701","company128777",NA,NA
"2702","company17062",NA,NA
"2703","company26228",3.4,97
"2704","company28088",3.5,65
"2705","company28088",NA,NA
"2706","company120708",NA,NA
"2707","company32935",3.2,156
"2708","company131796",NA,NA
"2709","company60712",NA,NA
"2710","company60712",3.5,NA
"2711","company12454",3.5,20
"2712","company20413",NA,NA
"2713","company116229",NA,NA
"2714","company152665",3.8,121
"2715","company05643",NA,NA
"2716","company09788",4.4,144
"2717","company09982",3.3,56
"2718","company179490",NA,NA
"2719","company31237",NA,NA
"2720","company39521",4,74
"2721","company17334",3.5,9
"2722","company00875",4,13
"2723","company04843",NA,NA
"2724","company159548",NA,NA
"2725","company128999",5,16
"2726","company11668",5,56
"2727","company03428",4,52
"2728","company137945",3.7,50
"2729","company01369",NA,NA
"2730","company17486",3.8,8
"2731","company166848",3.4,16
"2732","company199834",NA,NA
"2733","company213969",5,97
"2734","company05821",NA,NA
"2735","company51868",NA,NA
"2736","company12255",NA,NA
"2737","company00975",NA,NA
"2738","company06448",NA,NA
"2739","company20798",3,137
"2740","company132539",3.3,78
"2741","company111229",NA,NA
"2742","company40569",NA,NA
"2743","company32986",NA,NA
"2744","company02099",3.1,47
"2745","company114402",NA,NA
"2746","company188524",NA,NA
"2747","company113052",NA,NA
"2748","company07814",NA,NA
"2749","company61752",NA,NA
"2750","company00763",4,NA
"2751","company00763",NA,NA
"2752","company01604",NA,NA
"2753","company01604",3.8,NA
"2754","company86499",4,83
"2755","company105888",4.1,93
"2756","company22137",NA,NA
"2757","company204512",2.9,95
"2758","company145762",NA,NA
"2759","company00663",NA,NA
"2760","company19089",NA,NA
"2761","company244155",NA,NA
"2762","company10310",NA,NA
"2763","company06970",3.2,421
"2764","company64510",NA,NA
"2765","company82564",4.5,117
"2766","company02991",4,207
"2767","company09791",NA,NA
"2768","company31379",NA,NA
"2769","company01468",4,27
"2770","company61711",NA,NA
"2771","company68889",NA,NA
"2772","company155880",NA,NA
"2773","company11509",NA,NA
"2774","company62304",3.3,29
"2775","company61187",NA,NA
"2776","company00185",3.6,3
"2777","company111886",3,72
"2778","company51169",NA,NA
"2779","company156655",5,27
"2780","company38481",4.2,32
"2781","company19273",3.4,78
"2782","company01507",4.1,83
"2783","company01507",NA,NA
"2784","company33404",3.5,145
"2785","company21351",4.7,33
"2786","company03886",3.2,NA
"2787","company03886",NA,NA
"2788","company02010",4,86
"2789","company195171",3.5,38
"2790","company36480",3.5,66
"2791","company63211",4.3,174
"2792","company16469",NA,NA
"2793","company45960",5,92
"2794","company23033",4.3,98
"2795","company27785",3.6,946
"2796","company35325",NA,NA
"2797","company46133",3.4,39
"2798","company21944",3.3,75
"2799","company01771",3.6,NA
"2800","company110368",NA,NA
"2801","company19125",2.8,81
"2802","company01789",3.7,39
"2803","company32502",NA,NA
"2804","company74480",NA,NA
"2805","company01303",3.2,27
"2806","company12055",3.4,15
"2807","company58544",NA,NA
"2808","company113500",3.7,109
"2809","company54957",NA,NA
"2810","company02428",3.4,1279
"2811","company107100",NA,NA
"2812","company218641",3.2,88
"2813","company38164",NA,NA
"2814","company24297",NA,NA
"2815","company16383",2.5,7
"2816","company21859",NA,NA
"2817","company18711",NA,NA
"2818","company231437",NA,NA
"2819","company158182",NA,NA
"2820","company234489",4,150
"2821","company46317",NA,NA
"2822","company28903",3.4,99
"2823","company242736",NA,NA
"2824","company22872",3.5,93
"2825","company51955",NA,NA
"2826","company81281",NA,NA
"2827","company21539",NA,NA
"2828","company44010",4,106
"2829","company240068",NA,NA
"2830","company22639",NA,NA
"2831","company36762",NA,NA
"2832","company65352",NA,NA
"2833","company48444",NA,NA
"2834","company39677",NA,NA
"2835","company06808",NA,NA
"2836","company01942",NA,NA
"2837","company215594",NA,NA
"2838","company179838",3.2,84
"2839","company46848",3.6,78
"2840","company69405",4.3,21
"2841","company28382",NA,NA
"2842","company104105",3.6,88
"2843","company98046",NA,NA
"2844","company164632",NA,NA
"2845","company44114",3,73
"2846","company00919",4.1,35
"2847","company18069",NA,NA
"2848","company100522",NA,NA
"2849","company61630",3.3,10
"2850","company31783",NA,NA
"2851","company44103",NA,NA
"2852","company06394",3.8,NA
"2853","company06394",NA,NA
"2854","company06962",4,826
"2855","company170686",NA,NA
"2856","company02381",NA,NA
"2857","company109539",4.7,74
"2858","company27687",NA,NA
"2859","company08868",3.9,39
"2860","company30130",3.5,6
"2861","company30130",NA,NA
"2862","company22100",3.8,25
"2863","company64243",NA,NA
"2864","company89325",NA,NA
"2865","company47035",2.3,57
"2866","company03972",NA,NA
"2867","company55639",4,74
"2868","company152842",NA,NA
"2869","company00347",NA,NA
"2870","company08544",4.2,70
"2871","company47067",NA,NA
"2872","company17490",3.4,1745
"2873","company135661",5,96
"2874","company129480",NA,NA
"2875","company104492",NA,NA
"2876","company129864",NA,NA
"2877","company163738",3.8,20
"2878","company116254",NA,NA
"2879","company208323",3.9,51
"2880","company180328",NA,NA
"2881","company180328",3.6,NA
"2882","company07983",3.7,59
"2883","company10100",3.5,271
"2884","company46663",NA,NA
"2885","company08665",NA,NA
"2886","company09963",NA,NA
"2887","company22977",NA,NA
"2888","company57333",3.6,57
"2889","company45627",NA,NA
"2890","company45627",3.4,29
"2891","company21096",NA,NA
"2892","company99686",4.6,98
"2893","company145920",3.7,31
"2894","company132250",NA,NA
"2895","company03334",2.3,222
"2896","company231398",4.2,15
"2897","company234568",NA,NA
"2898","company104489",NA,NA
"2899","company09307",3.2,100
"2900","company121762",NA,NA
"2901","company00428",NA,NA
"2902","company17727",3.3,78
"2903","company117172",4.7,64
"2904","company07506",NA,NA
"2905","company127010",3,76
"2906","company104403",NA,NA
"2907","company13985",3.8,254
"2908","company16202",4,255
"2909","company217480",NA,NA
"2910","company28360",NA,NA
"2911","company206436",3.8,65
"2912","company222360",NA,NA
"2913","company228122",NA,NA
"2914","company05242",NA,NA
"2915","company100099",NA,NA
"2916","company113720",NA,NA
"2917","company31777",NA,NA
"2918","company98062",NA,NA
"2919","company20153",4.2,23
"2920","company22198",3.9,8
"2921","company162156",NA,NA
"2922","company49445",4,34
"2923","company52160",4,15
"2924","company40278",NA,NA
"2925","company70694",NA,NA
"2926","company00485",3.5,20
"2927","company03309",NA,NA
"2928","company17203",3.6,149
"2929","company117170",NA,NA
"2930","company22914",NA,NA
"2931","company102680",NA,NA
"2932","company221900",NA,NA
"2933","company203057",NA,NA
"2934","company05241",NA,NA
"2935","company100941",NA,NA
"2936","company19720",3.3,21
"2937","company183008",NA,NA
"2938","company96476",NA,NA
"2939","company26949",5,88
"2940","company01666",NA,NA
"2941","company15819",3.5,22
"2942","company22127",3.5,218
"2943","company104263",NA,NA
"2944","company13540",2.9,68
"2945","company48795",4.3,147
"2946","company06516",3.8,95
"2947","company121590",NA,NA
"2948","company213443",NA,NA
"2949","company212154",NA,NA
"2950","company15035",4.7,52
"2951","company11022",NA,NA
"2952","company03226",NA,NA
"2953","company03226",4.2,NA
"2954","company95335",NA,NA
"2955","company180868",NA,NA
"2956","company104364",NA,NA
"2957","company98303",NA,NA
"2958","company97709",NA,NA
"2959","company14242",NA,NA
"2960","company14242",3.8,65
"2961","company23377",3.7,NA
"2962","company02244",NA,NA
"2963","company02244",3.6,NA
"2964","company47337",3.6,121
"2965","company109730",NA,NA
"2966","company140817",NA,NA
"2967","company112177",3.3,5
"2968","company232449",NA,NA
"2969","company28139",4,19
"2970","company93928",NA,NA
"2971","company240464",NA,NA
"2972","company07403",NA,NA
"2973","company35302",NA,NA
"2974","company28542",1,85
"2975","company00809",NA,NA
"2976","company20969",3.2,151
"2977","company142970",3.6,98
"2978","company213558",3.2,88
"2979","company11853",NA,NA
"2980","company07405",3.2,34
"2981","company20496",3.7,97
"2982","company12476",NA,NA
"2983","company100181",NA,NA
"2984","company32829",4,66
"2985","company92912",2.3,56
"2986","company104317",NA,NA
"2987","company36490",NA,NA
"2988","company111939",NA,NA
"2989","company14927",NA,NA
"2990","company08596",4,18
"2991","company00863",3.4,115
"2992","company01438",3.2,61
"2993","company08931",3.5,61
"2994","company14264",4.1,24
"2995","company16742",4.1,92
"2996","company23666",4.6,88
"2997","company182678",3,29
"2998","company79706",NA,NA
"2999","company02336",3.2,354
"3000","company232100",NA,NA
"3001","company11801",3.1,67
"3002","company07044",3,127
"3003","company34711",3.8,38
"3004","company126909",NA,NA
"3005","company04897",NA,NA
"3006","company204613",3.2,153
"3007","company219846",4.1,75
"3008","company40950",2.4,78
"3009","company93045",NA,NA
"3010","company05598",NA,NA
"3011","company71506",3,18
"3012","company30165",NA,NA
"3013","company08624",3.6,24
"3014","company08624",3.5,24
"3015","company86607",NA,NA
"3016","company85710",NA,NA
"3017","company125080",NA,NA
"3018","company01251",4.2,478
"3019","company147107",NA,NA
"3020","company137539",4,48
"3021","company20175",4,218
"3022","company12913",NA,NA
"3023","company117732",NA,NA
"3024","company18428",NA,NA
"3025","company175331",NA,NA
"3026","company61089",1,102
"3027","company47501",4.5,73
"3028","company28842",NA,NA
"3029","company130491",3.5,37
"3030","company164033",NA,NA
"3031","company109705",NA,NA
"3032","company92543",3.4,113
"3033","company05305",NA,NA
"3034","company05884",NA,NA
"3035","company104580",3.7,101
"3036","company17955",3.8,145
"3037","company113685",NA,NA
"3038","company00200",3.8,54
"3039","company25130",4.3,130
"3040","company179151",NA,NA
"3041","company91003",NA,NA
"3042","company208773",NA,NA
"3043","company71331",NA,NA
"3044","company113362",NA,NA
"3045","company100969",3.8,62
"3046","company13024",NA,NA
"3047","company139717",NA,NA
"3048","company232420",NA,NA
"3049","company118210",NA,NA
"3050","company111959",NA,NA
"3051","company05307",3.2,111
"3052","company161940",NA,NA
"3053","company05237",3.7,102
"3054","company132249",5,40
"3055","company69731",NA,NA
"3056","company157882",2,43
"3057","company110385",NA,NA
"3058","company16153",NA,NA
"3059","company34352",4,98
"3060","company09939",3.7,47
"3061","company22402",NA,NA
"3062","company43472",NA,NA
"3063","company136987",NA,NA
"3064","company20469",4,29
"3065","company199554",3.6,40
"3066","company23959",3.7,35
"3067","company66495",4,76
"3068","company07645",NA,NA
"3069","company68749",3.9,83
"3070","company100120",3.3,44
"3071","company39689",3.3,63
"3072","company143339",NA,NA
"3073","company141997",NA,NA
"3074","company21075",NA,NA
"3075","company28117",NA,NA
"3076","company48845",NA,NA
"3077","company183598",NA,NA
"3078","company136115",3.3,108
"3079","company142912",3.8,77
"3080","company142912",NA,NA
"3081","company04351",3.8,88
"3082","company63381",3.5,20
"3083","company130527",4,8
"3084","company30916",3.7,91
"3085","company30916",3.8,91
"3086","company05191",3.8,NA
"3087","company69187",NA,NA
"3088","company44952",NA,NA
"3089","company61892",NA,NA
"3090","company14550",4.8,83
"3091","company200391",4.3,54
"3092","company11194",NA,NA
"3093","company33227",NA,NA
"3094","company222920",NA,NA
"3095","company111360",2.8,88
"3096","company101241",3.3,6
"3097","company16102",NA,NA
"3098","company02482",3.5,652
"3099","company141161",NA,NA
"3100","company115796",NA,NA
"3101","company209080",NA,NA
"3102","company10974",3.6,52
"3103","company28736",3.1,103
"3104","company07708",NA,NA
"3105","company02849",3.8,52
"3106","company02849",NA,NA
"3107","company97053",3.6,63
"3108","company11042",3.9,350
"3109","company34205",4.6,115
"3110","company83042",NA,NA
"3111","company65579",2.1,105
"3112","company31066",NA,NA
"3113","company200383",NA,NA
"3114","company50847",NA,NA
"3115","company160215",NA,NA
"3116","company17451",NA,NA
"3117","company122093",NA,NA
"3118","company14785",4,NA
"3119","company17748",4,112
"3120","company47513",4.2,96
"3121","company191259",NA,NA
"3122","company15111",NA,NA
"3123","company37885",NA,NA
"3124","company37885",3.7,NA
"3125","company24999",3.9,105
"3126","company59189",2.9,131
"3127","company07223",NA,NA
"3128","company05339",NA,NA
"3129","company147784",NA,NA
"3130","company68682",NA,NA
"3131","company06116",NA,NA
"3132","company193439",NA,NA
"3133","company07390",3.6,53
"3134","company219400",NA,NA
"3135","company43181",3.9,60
"3136","company57202",NA,NA
"3137","company08053",4.5,203
"3138","company149564",NA,NA
"3139","company15541",3.4,103
"3140","company04162",NA,NA
"3141","company00813",NA,NA
"3142","company201272",NA,NA
"3143","company24666",3.2,792
"3144","company25490",3.7,57
"3145","company126110",NA,NA
"3146","company100266",5,75
"3147","company28174",NA,NA
"3148","company240584",NA,NA
"3149","company74779",NA,NA
"3150","company52963",3.5,50
"3151","company31629",2.2,66
"3152","company27539",NA,NA
"3153","company30516",NA,NA
"3154","company04998",NA,NA
"3155","company04068",4.7,53
"3156","company226778",NA,NA
"3157","company224124",NA,NA
"3158","company19310",3,137
"3159","company29826",4.1,211
"3160","company34336",3.4,112
"3161","company180203",NA,NA
"3162","company180203",5,NA
"3163","company11150",2.6,59
"3164","company69134",2.5,70
"3165","company43425",3.5,30
"3166","company105508",3.6,53
"3167","company65168",4.4,250
"3168","company218163",NA,NA
"3169","company93019",NA,NA
"3170","company25046",NA,NA
"3171","company195965",NA,NA
"3172","company173674",NA,NA
"3173","company112280",4.2,63
"3174","company107398",NA,NA
"3175","company100973",NA,NA
"3176","company48946",3.6,40
"3177","company24657",NA,NA
"3178","company50680",NA,NA
"3179","company40744",NA,NA
"3180","company233245",NA,NA
"3181","company181382",NA,NA
"3182","company103828",NA,NA
"3183","company167075",3.5,74
"3184","company61109",NA,NA
"3185","company00090",3.7,65
"3186","company173730",3,30
"3187","company14547",NA,NA
"3188","company157729",NA,NA
"3189","company50502",NA,NA
"3190","company02539",3.5,139
"3191","company20284",NA,NA
"3192","company38631",NA,NA
"3193","company182554",3.7,54
"3194","company28167",3.7,45
"3195","company81412",3,83
"3196","company152121",3.6,19
"3197","company06083",NA,NA
"3198","company57573",2.8,33
"3199","company170277",NA,NA
"3200","company182114",NA,NA
"3201","company01726",2.6,71
"3202","company01726",NA,NA
"3203","company61571",4.6,24
"3204","company01319",NA,NA
"3205","company02817",3.5,63
"3206","company19002",NA,NA
"3207","company17561",2.9,91
"3208","company120520",5,82
"3209","company51857",NA,NA
"3210","company131951",NA,NA
"3211","company80242",3.6,83
"3212","company138618",NA,NA
"3213","company10997",4.5,85
"3214","company25142",NA,NA
"3215","company03670",NA,NA
"3216","company32750",4.2,43
"3217","company31097",NA,NA
"3218","company34633",NA,NA
"3219","company82815",NA,NA
"3220","company90899",3.8,17
"3221","company33728",5,69
"3222","company24863",NA,NA
"3223","company03257",4,94
"3224","company132454",NA,NA
"3225","company91050",3.2,23
"3226","company173323",5,87
"3227","company27644",NA,NA
"3228","company06035",NA,NA
"3229","company16327",NA,NA
"3230","company14252",NA,NA
"3231","company58491",2.2,84
"3232","company50977",3.7,60
"3233","company162547",NA,NA
"3234","company64584",4.3,54
"3235","company66028",4,90
"3236","company24071",NA,NA
"3237","company78855",4.6,66
"3238","company21476",NA,NA
"3239","company08102",4.1,NA
"3240","company08102",NA,NA
"3241","company09564",NA,NA
"3242","company125394",NA,NA
"3243","company03336",3.2,140
"3244","company162012",2,17
"3245","company94179",2.9,261
"3246","company08055",2.6,43
"3247","company14153",NA,NA
"3248","company15279",4.1,390
"3249","company184102",3,10
"3250","company00848",3.5,132
"3251","company176188",2,24
"3252","company06672",NA,NA
"3253","company06320",NA,NA
"3254","company144375",NA,NA
"3255","company186683",NA,NA
"3256","company232910",NA,NA
"3257","company62278",NA,NA
"3258","company209216",NA,NA
"3259","company38964",3.7,66
"3260","company95788",NA,NA
"3261","company00367",NA,NA
"3262","company232126",NA,NA
"3263","company73499",4,41
"3264","company13906",3.8,126
"3265","company14127",NA,NA
"3266","company182673",NA,NA
"3267","company30748",3.2,19
"3268","company20812",NA,NA
"3269","company91166",NA,NA
"3270","company139005",4,99
"3271","company24155",NA,NA
"3272","company24155",3.7,37
"3273","company93868",NA,NA
"3274","company24628",NA,NA
"3275","company49968",NA,NA
"3276","company11635",3.1,115
"3277","company33195",3.3,66
"3278","company114468",NA,NA
"3279","company209891",3.4,83
"3280","company10471",NA,NA
"3281","company01273",NA,NA
"3282","company01273",3.6,24
"3283","company00178",NA,NA
"3284","company03328",4,89
"3285","company40791",NA,NA
"3286","company133523",NA,NA
"3287","company60961",NA,NA
"3288","company237733",3.5,60
"3289","company41118",3.8,16
"3290","company42909",3.9,138
"3291","company44961",NA,NA
"3292","company23663",4.1,155
"3293","company24699",4,91
"3294","company175293",3,29
"3295","company22242",NA,NA
"3296","company42661",NA,NA
"3297","company101705",NA,NA
"3298","company20144",NA,NA
"3299","company04737",3.6,24
"3300","company20948",NA,NA
"3301","company175015",NA,NA
"3302","company22184",3.8,64
"3303","company145344",NA,NA
"3304","company01419",3.2,83
"3305","company09214",NA,NA
"3306","company09214",3.7,NA
"3307","company114911",NA,NA
"3308","company68880",NA,NA
"3309","company68880",3.3,NA
"3310","company21123",2.5,NA
"3311","company70223",NA,NA
"3312","company00915",NA,NA
"3313","company181663",3.3,152
"3314","company181663",NA,NA
"3315","company42640",NA,NA
"3316","company29730",NA,NA
"3317","company03138",NA,NA
"3318","company20231",4.1,50
"3319","company09400",NA,NA
"3320","company06668",3.7,42
"3321","company34438",2,35
"3322","company22167",NA,NA
"3323","company40951",NA,NA
"3324","company15272",3.5,95
"3325","company191031",NA,NA
"3326","company60051",4.3,44
"3327","company37598",NA,NA
"3328","company33731",5,22
"3329","company17093",NA,NA
"3330","company46070",NA,NA
"3331","company178703",NA,NA
"3332","company156778",NA,NA
"3333","company156778",5,NA
"3334","company03758",NA,NA
"3335","company238777",NA,NA
"3336","company127141",4.5,70
"3337","company40659",3.3,75
"3338","company01079",4,NA
"3339","company01079",NA,NA
"3340","company02997",NA,NA
"3341","company08247",NA,NA
"3342","company145360",NA,NA
"3343","company125607",NA,NA
"3344","company05982",NA,NA
"3345","company110363",NA,NA
"3346","company30493",NA,NA
"3347","company156062",NA,NA
"3348","company22560",5,37
"3349","company02493",4.2,485
"3350","company184526",3.9,113
"3351","company00425",NA,NA
"3352","company154876",NA,NA
"3353","company165685",NA,NA
"3354","company187787",NA,NA
"3355","company09761",NA,NA
"3356","company25637",NA,NA
"3357","company100960",4,60
"3358","company32250",4.1,101
"3359","company18319",NA,NA
"3360","company26138",3.4,145
"3361","company233082",NA,NA
"3362","company64938",NA,NA
"3363","company113749",4,49
"3364","company26966",NA,NA
"3365","company05335",3.6,13
"3366","company186144",NA,NA
"3367","company05940",3.8,312
"3368","company22302",3.3,31
"3369","company183879",NA,NA
"3370","company15626",NA,NA
"3371","company05438",NA,NA
"3372","company23390",3.6,103
"3373","company126732",NA,NA
"3374","company26612",3.8,52
"3375","company02834",3.2,94
"3376","company228525",NA,NA
"3377","company27344",2.5,53
"3378","company152461",NA,NA
"3379","company127848",NA,NA
"3380","company37813",NA,NA
"3381","company08101",4.5,78
"3382","company81337",NA,NA
"3383","company189021",4.7,87
"3384","company00232",3.5,NA
"3385","company163563",NA,NA
"3386","company98211",NA,NA
"3387","company161579",NA,NA
"3388","company109634",4,102
"3389","company37216",4.4,130
"3390","company33153",NA,NA
"3391","company213141",3.3,68
"3392","company05916",NA,NA
"3393","company46391",5,26
"3394","company165046",NA,NA
"3395","company47089",1,3
"3396","company207284",NA,NA
"3397","company11757",NA,NA
"3398","company36332",3.2,109
"3399","company22700",3.6,94
"3400","company38158",4,158
"3401","company19264",3.3,79
"3402","company36576",NA,NA
"3403","company25404",4.2,97
"3404","company03108",3.7,59
"3405","company40969",4,36
"3406","company20725",NA,NA
"3407","company163041",NA,NA
"3408","company02508",NA,NA
"3409","company02508",3.7,NA
"3410","company28238",3.5,62
"3411","company02550",3.8,81
"3412","company22939",NA,NA
"3413","company100946",3.9,79
"3414","company42332",NA,NA
"3415","company42332",3.2,NA
"3416","company19221",NA,NA
"3417","company215067",NA,NA
"3418","company07894",3,53
"3419","company111296",NA,NA
"3420","company238025",3,50
"3421","company161036",NA,NA
"3422","company01494",3.8,38
"3423","company01630",2,66
"3424","company120537",3.7,290
"3425","company67818",NA,NA
"3426","company198469",NA,NA
"3427","company10352",3.6,NA
"3428","company22980",3.6,123
