"","companyId","jobId","stateProvince","industry","city","normTitle","normTitleCategory","experienceRequired","estimatedSalary","supervisingJob","licenseRequiredJob","educationRequirements","sum_of_clicks","sum_localclick","days","clickspday","locclickspday"
"4696","company05436","job0716434","MO",NA,"Chesterfield","third key manager","retail",1,22900,0,0,"High School",1179,24,92,12.8152173913043,0.260869565217391
"4697","company05438","job0800845","IL",NA,"Chicago","senior real estate manager","realestate",3,72500,0,0,"Higher Education",1216,190,86,14.1395348837209,2.2093023255814
"4698","company05441","job0526847","MA",NA,"Lexington","software engineer","techsoftware",0,100900,0,0,"Higher Education",123,14,7,17.5714285714286,2
"4699","company05451","job0055226","TN",NA,"Newport","team member","uncategorized",NA,21000,0,0,"None",1020,49,78,13.0769230769231,0.628205128205128
"4700","company05451","job0058251","CO",NA,"Henderson","district manager","management",NA,55800,1,0,"High School",153,6,11,13.9090909090909,0.545454545454545
"4701","company05451","job0063950","MN",NA,"Minneapolis","kitchen team member","food",NA,17700,0,0,"None",28,2,1,28,2
"4702","company05451","job0065275","VA",NA,"Portsmouth","general manager","management",NA,25100,1,1,"High School",10,2,1,10,2
"4703","company05451","job0071630","NC",NA,"Rocky Mount","shift leader","management",NA,23000,1,0,"None",49,9,2,24.5,4.5
"4704","company05451","job0084710","KS",NA,"Derby","team member","uncategorized",NA,20900,0,0,"None",948,99,71,13.3521126760563,1.3943661971831
"4705","company05451","job0095883","NC",NA,"Walkertown","general manager","management",NA,25200,1,1,"High School",46,5,5,9.2,1
"4706","company05451","job0112520","VA",NA,"Glen Allen","shift leader","management",NA,21000,1,1,"High School",21,2,1,21,2
"4707","company05451","job0118853","WV",NA,"Buckhannon","restaurant manager","food",NA,45400,1,0,"None",95,4,5,19,0.8
"4708","company05451","job0118868","CA",NA,"Ontario","cashier","retail",NA,20100,0,0,"None",40,4,3,13.3333333333333,1.33333333333333
"4709","company05451","job0121636","OK",NA,"Catoosa","team member","uncategorized",NA,18900,0,1,"None",80,5,7,11.4285714285714,0.714285714285714
"4710","company05451","job0144642","CA",NA,"Norco","kitchen team member","food",NA,22100,0,0,"None",93,7,6,15.5,1.16666666666667
"4711","company05451","job0144702","OK",NA,"Oklahoma City","team member","uncategorized",NA,20000,0,1,"None",22,3,1,22,3
"4712","company05451","job0170501","PA",NA,"Huntingdon","general manager","management",0.3,20100,1,0,"High School",24,3,1,24,3
"4713","company05451","job0181236","WV",NA,"Summersville","team member","uncategorized",NA,21200,0,0,"None",15,15,1,15,15
"4714","company05451","job0181246","CA",NA,"Auburn","shift leader","management",NA,21300,1,0,"None",8,3,1,8,3
"4715","company05451","job0184433","WV",NA,"Martinsburg","restaurant manager","food",1,29600,1,1,"High School",48,19,5,9.6,3.8
"4716","company05451","job0197362","IN",NA,"Indianapolis","shift leader","management",NA,18800,0,0,"None",7,0,1,7,0
"4717","company05451","job0201476","MI",NA,"Hastings","shift leader","management",NA,17600,0,0,"None",22,3,1,22,3
"4718","company05451","job0204627","IL",NA,"Chicago","restaurant manager","food",0.7,26800,1,0,"High School",11,8,2,5.5,4
"4719","company05451","job0208863","PA",NA,"Lebanon","restaurant manager","food",NA,45200,1,0,"None",188,27,11,17.0909090909091,2.45454545454545
"4720","company05451","job0208867","WA",NA,"Tacoma","team member","uncategorized",NA,19600,0,0,"None",27,2,1,27,2
"4721","company05451","job0211361","GA",NA,"Douglasville","restaurant manager","food",1,48600,1,1,"High School",18,2,1,18,2
"4722","company05451","job0229387","AR",NA,"Fort Smith","general manager","management",NA,36000,0,1,"None",42,4,2,21,2
"4723","company05451","job0238291","ID",NA,"Idaho Falls","shift leader","management",NA,22900,1,0,"None",21,2,1,21,2
"4724","company05451","job0241776","PA",NA,"Hummelstown","shift leader","management",NA,20900,0,0,"None",229,3,21,10.9047619047619,0.142857142857143
"4725","company05451","job0252372","MI",NA,"Owosso","restaurant manager","food",2,26000,1,0,"High School",53,28,6,8.83333333333333,4.66666666666667
"4726","company05451","job0262314","OH",NA,"Youngstown","assistant store manager","retail",1,20100,1,0,"High School",54,1,2,27,0.5
"4727","company05451","job0299677","MO",NA,"Poplar Bluff","restaurant manager","food",NA,44300,0,1,"None",111,6,6,18.5,1
"4728","company05451","job0323049","OH",NA,"Sandusky","kitchen team member","food",NA,22300,0,0,"None",11,0,1,11,0
"4729","company05451","job0330232","OH",NA,"Sandusky","restaurant manager","food",2,31500,1,0,"High School",6,6,1,6,6
"4730","company05451","job0330601","FL",NA,"Saint Cloud","restaurant manager","food",NA,42900,0,1,"None",62,31,3,20.6666666666667,10.3333333333333
"4731","company05451","job0331208","FL",NA,"Titusville","cashier","retail",NA,19200,0,1,"None",5,3,1,5,3
"4732","company05451","job0331247","KS",NA,"Winfield","general manager","management",1,21600,1,0,"High School",7,2,1,7,2
"4733","company05451","job0338072","AL",NA,"Madison","restaurant manager","food",2,25800,1,0,"High School",13,13,1,13,13
"4734","company05451","job0347171","NC",NA,"Monroe","general manager","management",NA,37200,0,1,"None",6,1,1,6,1
"4735","company05451","job0365189","MN",NA,"Hopkins","kitchen team member","food",NA,17400,0,0,"None",55,3,3,18.3333333333333,1
"4736","company05452","job0337044","TX",NA,"Waxahachie","shop technician","install",NA,33600,0,0,"None",53,4,4,13.25,1
"4737","company05460","job0029248","LA",NA,"New Orleans","seasonal associate","uncategorized",NA,16200,0,0,"None",987,367,50,19.74,7.34
"4738","company05460","job0067197","NC",NA,"Henderson","retail sales associate","retail",NA,16700,0,0,"None",3032,933,95,31.9157894736842,9.82105263157895
"4739","company05460","job0193515","FL",NA,"West Palm Beach","retail sales associate","retail",NA,16300,0,0,"None",3739,1334,99,37.7676767676768,13.4747474747475
"4740","company05460","job0345179","OH",NA,"Garfield Heights","retail sales associate","retail",NA,16000,0,0,"None",3097,112,87,35.5977011494253,1.28735632183908
"4741","company05460","job0345179","OH",NA,"Garfield Heights",NA,NA,NA,16000,0,0,"None",202,4,13,15.5384615384615,0.307692307692308
"4742","company05460","job0590755","IN",NA,"Avon","retail sales associate","retail",NA,17200,0,0,"None",916,146,23,39.8260869565217,6.34782608695652
"4743","company05460","job0590755","IN",NA,"Avon",NA,NA,NA,17200,0,0,"None",116,20,7,16.5714285714286,2.85714285714286
"4744","company05460","job0658439","AL",NA,"Fairhope","retail sales associate","retail",NA,17200,0,0,"None",2068,583,86,24.046511627907,6.77906976744186
"4745","company05460","job0658439","AL",NA,"Fairhope",NA,NA,NA,17200,0,0,"None",392,101,14,28,7.21428571428571
"4746","company05464","job0058240","CO",NA,"Colorado Springs","baker","food",NA,25300,0,1,"None",23,0,1,23,0
"4747","company05464","job0366588","WA",NA,"Seattle","regional sales manager","sales",2,61100,0,0,"None",563,137,13,43.3076923076923,10.5384615384615
"4748","company05464","job0683413","NY",NA,"Watertown","restaurant team member","food",NA,18100,0,0,"None",1593,518,99,16.0909090909091,5.23232323232323
"4749","company05464","job0834243","MI",NA,"Rochester Hills","delivery driver","driver",NA,21300,0,1,"None",581,20,19,30.5789473684211,1.05263157894737
"4750","company05464","job0849036","CA",NA,"San Jose","restaurant manager","food",NA,57400,1,1,"None",68,5,3,22.6666666666667,1.66666666666667
"4751","company05464","job0851665","CA",NA,"Mountain View","sandwich maker","food",NA,21500,0,0,"None",350,11,21,16.6666666666667,0.523809523809524
"4752","company05464","job0984283","FL",NA,"Jacksonville","baker","food",1,22700,0,0,"None",50,2,5,10,0.4
"4753","company05464","job0984359","MN",NA,"Saint Cloud","delivery driver","driver",NA,29400,0,1,"None",718,250,26,27.6153846153846,9.61538461538461
"4754","company05464","job0984429","VA",NA,"Richmond","shift manager","management",NA,45000,1,0,"None",30,1,1,30,1
"4755","company05468","job0007287","CA",NA,"Sacramento","marketing specialist","marketing",5,51300,1,0,"Higher Education",367,51,29,12.6551724137931,1.75862068965517
"4756","company05479","job0911084","FL",NA,"Jupiter","senior mechanical designer","engmech",NA,85300,0,0,"Higher Education",276,33,15,18.4,2.2
"4757","company05485","job0843190","MA",NA,"Boston","supplier performance manager","management",3,90200,0,0,"None",402,26,22,18.2727272727273,1.18181818181818
"4758","company05485","job0956834","CO",NA,"Aurora","warehouse supervisor","warehouse",5,40600,1,0,"Higher Education",406,44,8,50.75,5.5
"4759","company05489","job0284702","PA",NA,"Linesville","press operator","manufacturing",NA,26700,0,0,"None",151,12,3,50.3333333333333,4
"4760","company05496","job0007329","WA",NA,"Seattle","auditor","accounting",2,44100,0,1,"Higher Education",514,156,29,17.7241379310345,5.37931034482759
"4761","company05504","job0007344","SC","HEALTH_CARE","Mount Pleasant","scrub tech","medtech",NA,52800,0,1,"High School",24,3,1,24,3
"4762","company05515","job0047936","TX",NA,"Fort Worth",NA,NA,0.7,18300,0,0,"High School",303,32,16,18.9375,2
"4763","company05515","job0047936","TX",NA,"Fort Worth",NA,NA,2,18300,0,0,"High School",505,74,30,16.8333333333333,2.46666666666667
"4764","company05515","job0459394","CA",NA,"Irvine","sales lead","sales",3,20400,1,0,"High School",1151,5,82,14.0365853658537,0.0609756097560976
"4765","company05515","job0870042","FL","RETAIL","Fort Lauderdale","support associate","customer",NA,17000,0,0,"High School",746,64,57,13.0877192982456,1.12280701754386
"4766","company05515","job0893911","NJ","RETAIL","Atlantic City","assistant manager","management",NA,19100,1,0,"None",737,71,31,23.7741935483871,2.29032258064516
"4767","company05525","job0805840","MD","HEALTH_CARE","Olney","office assistant","admin",0.3,31300,0,1,"High School",740,73,9,82.2222222222222,8.11111111111111
"4768","company05525","job0805840","MD",NA,"Olney","office assistant","admin",0.3,25000,0,1,"High School",468,72,29,16.1379310344828,2.48275862068966
"4769","company05525","job0805840","MD",NA,"Olney","office assistant","admin",0.3,29200,0,1,"High School",75,36,3,25,12
"4770","company05525","job0805840","MD",NA,"Olney","office assistant","admin",0.3,31300,0,1,"High School",1280,302,59,21.6949152542373,5.11864406779661
"4771","company05530","job0084300","FL",NA,"Tampa","night auditor","food",NA,17400,0,0,"High School",107,4,9,11.8888888888889,0.444444444444444
"4772","company05530","job0084308","OH","RESTAURANTS_TRAVEL_AND_LEISURE","Cleveland","maintenance person","install",NA,20300,0,1,"High School",442,64,32,13.8125,2
"4773","company05530","job0084308","OH",NA,"Cleveland","maintenance person","install",NA,20300,0,1,"High School",1166,264,67,17.4029850746269,3.94029850746269
"4774","company05530","job0674414","TX",NA,"Dallas","senior guest relations","customer",NA,19600,1,1,"High School",1573,180,99,15.8888888888889,1.81818181818182
"4775","company05530","job0674433","FL",NA,"Deerfield Beach","breakfast attendant","food",NA,16600,0,1,"None",1344,124,87,15.448275862069,1.42528735632184
"4776","company05530","job0674433","FL",NA,"Deerfield Beach",NA,NA,NA,16600,0,1,"None",238,5,13,18.3076923076923,0.384615384615385
"4777","company05530","job0974507","TX",NA,"Houston","laundry attendant","sanitation",NA,19400,0,1,"None",395,196,28,14.1071428571429,7
"4778","company05530","job0974513","OK",NA,"Oklahoma City","housekeeping manager","sanitation",NA,17900,1,0,"High School",541,211,30,18.0333333333333,7.03333333333333
"4779","company05537","job0875045","PA","AUTO","Clifton Heights","estimator","accounting",NA,46300,0,1,"None",170,11,9,18.8888888888889,1.22222222222222
"4780","company05543","job0010539","MO",NA,"Cape Girardeau","retail sales associate","retail",NA,22600,0,0,"None",558,100,37,15.0810810810811,2.7027027027027
"4781","company05543","job0010563","FL",NA,"Jacksonville","retail sales associate","retail",NA,29300,1,0,"None",567,290,33,17.1818181818182,8.78787878787879
"4782","company05543","job0010572","WA",NA,"Tukwila","human resources supervisor","hr",NA,31900,1,0,"None",472,23,31,15.2258064516129,0.741935483870968
"4783","company05543","job0206521","NY",NA,"Clay","stocker","warehouse",NA,18600,0,0,"None",126,2,3,42,0.666666666666667
"4784","company05543","job0222677","DE",NA,"Dover","stocker","warehouse",NA,17500,0,0,"None",3058,1138,94,32.531914893617,12.1063829787234
"4785","company05543","job0222717","CA",NA,"Cerritos",NA,NA,NA,23700,0,0,"None",1504,109,92,16.3478260869565,1.18478260869565
"4786","company05543","job0222765","DE",NA,"Newark","accounts receivable clerk","accounting",NA,25400,1,0,"None",1460,215,90,16.2222222222222,2.38888888888889
"4787","company05543","job0341705","CA",NA,"Palm Desert","retail sales associate","retail",NA,28300,1,0,"None",1287,147,76,16.9342105263158,1.93421052631579
"4788","company05543","job0537629","MD",NA,"Owings Mills","retail sales associate","retail",NA,28200,1,0,"None",1330,183,96,13.8541666666667,1.90625
"4789","company05543","job0537713","TX",NA,"Arlington","retail sales associate","retail",NA,21100,0,0,"Higher Education",1629,582,100,16.29,5.82
"4790","company05543","job0833369","NC",NA,"Gastonia","stocker","warehouse",NA,17500,0,0,"None",337,84,5,67.4,16.8
"4791","company05543","job0836471","NV",NA,"Las Vegas","cashier","retail",NA,21400,0,0,"None",742,383,40,18.55,9.575
"4792","company05543","job0836471","NV",NA,"Las Vegas","cashier","retail",NA,23400,0,0,"None",671,402,30,22.3666666666667,13.4
"4793","company05543","job0836471","NV",NA,"Las Vegas",NA,NA,NA,21400,0,0,"None",330,151,17,19.4117647058824,8.88235294117647
"4794","company05543","job0836511","MO",NA,"Cape Girardeau","retail sales associate","retail",NA,20500,0,0,"None",778,107,57,13.6491228070175,1.87719298245614
"4795","company05543","job0836511","MO",NA,"Cape Girardeau","retail sales associate","retail",NA,39200,0,0,"None",414,54,28,14.7857142857143,1.92857142857143
"4796","company05543","job0839797","KS",NA,"Wichita","retail sales associate","retail",NA,21300,0,0,"None",1585,706,86,18.4302325581395,8.2093023255814
"4797","company05561","job0007418","CA",NA,"Santa Cruz","outreach specialist","service",2,39700,1,1,"Higher Education",241,26,19,12.6842105263158,1.36842105263158
"4798","company05574","job0358012","OH",NA,"Mayfield Heights","sales merchandiser","retail",NA,20700,0,0,"None",1278,24,16,79.875,1.5
"4799","company05576","job0026311","FL","HEALTH_CARE","Ocala","ct technologist","medtech",0.7,39900,0,1,"High School",8,1,1,8,1
"4800","company05579","job0740430","CO",NA,"Denver","fabricator","manufacturing",NA,25200,0,0,"High School",141,67,6,23.5,11.1666666666667
"4801","company05584","job0554214","CO",NA,"Golden","analyst","math",2,76600,0,0,"Higher Education",1030,45,33,31.2121212121212,1.36363636363636
"4802","company05584","job0559408","CO",NA,"Denver","quality service representative","customer",NA,29700,0,1,"High School",1619,500,77,21.025974025974,6.49350649350649
"4803","company05584","job0559408","CO",NA,"Denver",NA,NA,NA,29700,0,1,"High School",51,30,2,25.5,15
"4804","company05585","job0420987","TX","AGRICULTURE_AND_EXTRACTION,FOOD_AND_BEVERAGES","Dallas","route driver","driver",1,25600,0,1,"High School",23,6,2,11.5,3
"4805","company05585","job0420987","TX",NA,"Dallas","route driver","driver",1,25600,0,1,"High School",243,51,12,20.25,4.25
"4806","company05587","job0063074","NY",NA,"Binghamton","teller","retail",0.5,28600,1,0,"High School",344,77,15,22.9333333333333,5.13333333333333
"4807","company05594","job0034198","MN",NA,"Minneapolis","pain management physician assistant","meddr",7,85900,0,1,"None",9,9,1,9,9
"4808","company05598","job0460125","TN",NA,"Memphis","senior manufacturing engineer","engid",3,76900,1,1,"Higher Education",100,13,2,50,6.5
"4809","company05601","job0843132","TX",NA,"Midland","surgical assistant","medtech",NA,27100,0,0,"High School",1081,351,35,30.8857142857143,10.0285714285714
"4810","company05634","job0811924","IL","RESTAURANTS_TRAVEL_AND_LEISURE","Chicago","room attendant","sanitation",NA,19600,0,0,"None",1177,789,7,168.142857142857,112.714285714286
"4811","company05634","job0811924","IL",NA,"Chicago","room attendant","sanitation",NA,19600,0,0,"None",947,532,30,31.5666666666667,17.7333333333333
"4812","company05639","job0478549","GA",NA,"Atlanta","intern","uncategorized",NA,72300,0,0,"None",3731,747,100,37.31,7.47
"4813","company05641","job0576680","NV",NA,"Las Vegas","brand ambassador","marketing",NA,21800,0,0,"None",973,387,40,24.325,9.675
"4814","company05643","job0007527","UNKNOWN",NA,"Remote","senior account executive","sales",5,117000,0,0,"Higher Education",12,1,1,12,1
"4815","company05647","job0058961","IL",NA,NA,"business office director","admin",NA,81200,1,0,"Higher Education",102,13,7,14.5714285714286,1.85714285714286
"4816","company05647","job0314894","IL",NA,"Huntley",NA,NA,2,31900,0,1,"High School",1595,442,64,24.921875,6.90625
"4817","company05658","job0164186","TX",NA,"Arlington","owner operator driver","driver",NA,78400,0,1,"None",817,194,53,15.4150943396226,3.66037735849057
"4818","company05665","job1038675","GA",NA,"Atlanta","business development manager","management",10,65400,0,0,"Higher Education",72,10,2,36,5
"4819","company05672","job0193437","MI",NA,"Traverse City","server assistant","food",NA,14900,0,0,"High School",961,103,82,11.719512195122,1.25609756097561
"4820","company05672","job0498343","FL",NA,"Ellenton","bartender","food",NA,17000,0,0,"High School",1298,31,99,13.1111111111111,0.313131313131313
"4821","company05672","job0498356","OH",NA,"Streetsboro","bartender","food",NA,17100,0,0,"High School",1146,17,91,12.5934065934066,0.186813186813187
"4822","company05672","job0737471","ND","RESTAURANTS_TRAVEL_AND_LEISURE","Grand Forks","cook","food",NA,20100,0,0,"High School",152,52,11,13.8181818181818,4.72727272727273
"4823","company05672","job0737471","ND",NA,"Grand Forks","cook","food",NA,20100,0,0,"High School",688,217,36,19.1111111111111,6.02777777777778
"4824","company05672","job0797271","MO","RESTAURANTS_TRAVEL_AND_LEISURE","Saint Peters","bartender","food",NA,16700,0,0,"High School",138,0,10,13.8,0
"4825","company05672","job0797271","MO",NA,"Saint Peters","bartender","food",NA,16700,0,0,"High School",422,4,35,12.0571428571429,0.114285714285714
"4826","company05672","job0947908","MD",NA,"Fruitland","line cook/prep cook","food",NA,21900,0,0,"None",731,36,31,23.5806451612903,1.16129032258065
"4827","company05680","job0487928","MI","RETAIL","Holt","store manager","retail",NA,50100,1,1,"High School",82,10,5,16.4,2
"4828","company05680","job0579230","OR","RETAIL","Bend","wireless sales consultant","sales",2,40900,0,0,"High School",1075,105,74,14.527027027027,1.41891891891892
"4829","company05680","job0886071","FL","RETAIL","Spring Hill","wireless sales consultant","sales",2,44200,0,0,"High School",201,78,16,12.5625,4.875
"4830","company05691","job0823194","OR","HEALTH_CARE","Medford","service technician","install",NA,40600,0,1,"None",54,1,3,18,0.333333333333333
"4831","company05698","job0194612","NY",NA,"Whitney Point","truck driver","driver",0.1,59300,0,0,"None",104,3,10,10.4,0.3
"4832","company05698","job0194612","NY",NA,"Whitney Point","truck driver","driver",0.3,59300,0,0,"None",855,10,72,11.875,0.138888888888889
"4833","company05700","job0144916","WV",NA,"Huntington","sales representative","sales",NA,30200,0,0,"High School",1459,328,55,26.5272727272727,5.96363636363636
"4834","company05700","job0464604","VA",NA,"Martinsville","technical support representative","customer",NA,31700,0,0,"High School",94,24,4,23.5,6
"4835","company05709","job0596764","MA",NA,"Franklin","application developer","techsoftware",7,95000,0,1,"Higher Education",1081,29,71,15.2253521126761,0.408450704225352
"4836","company05709","job0596764","MA",NA,"Franklin",NA,NA,7,95000,0,1,"Higher Education",108,1,6,18,0.166666666666667
"4837","company05709","job0600309","WI",NA,"Menomonee Falls","energy engineer","engid",5,92200,0,0,"Higher Education",769,34,19,40.4736842105263,1.78947368421053
"4838","company05709","job0774583","WI",NA,"Waukesha","value stream manager","management",2,92600,1,0,"Higher Education",478,42,29,16.4827586206897,1.44827586206897
"4839","company05722","job0009810","FL",NA,"Orlando","natural resource technician","agriculture",2,89900,1,0,"Higher Education",20,20,1,20,20
"4840","company05722","job0009810","FL",NA,"Orlando","natural resource technician","agriculture",6,89900,1,0,"Higher Education",370,60,30,12.3333333333333,2
"4841","company05735","job0097066","NY",NA,"Long Island City","custodian","sanitation",0.3,25400,0,0,"High School",691,49,31,22.2903225806452,1.58064516129032
"4842","company05735","job0097066","NY",NA,"Long Island City","custodian","sanitation",1,25400,0,0,"High School",2549,95,70,36.4142857142857,1.35714285714286
"4843","company05751","job0063553","TN","HEALTH_CARE","Knoxville","telemetry nurse","mednurse",NA,55400,0,1,"None",6,3,1,6,3
"4844","company05751","job0068439","OK","HEALTH_CARE","Tulsa","registered nurse - catheterization lab","mednurse",NA,51800,0,1,"None",6,3,1,6,3
"4845","company05751","job0436159","CA","HEALTH_CARE","San Ramon","occupational therapist","therapy",NA,78300,0,1,"None",557,7,37,15.0540540540541,0.189189189189189
"4846","company05751","job0436159","CA",NA,"San Ramon","occupational therapist","therapy",NA,78300,0,1,"None",687,20,51,13.4705882352941,0.392156862745098
"4847","company05751","job0656644","WA",NA,"Arlington","surgical technician","medtech",NA,53900,0,1,"None",855,34,64,13.359375,0.53125
"4848","company05751","job0789990","NJ",NA,"Jersey City","registered nurse - catheterization lab","mednurse",NA,64200,0,1,"None",21,3,1,21,3
"4849","company05751","job0789992","MD",NA,"Baltimore","registered nurse - emergency room","mednurse",NA,74900,0,1,"None",19,2,1,19,2
"4850","company05751","job0967012","PA",NA,"Hummelstown","registered nurse","mednurse",NA,54200,0,1,"None",66,7,4,16.5,1.75
"4851","company05752","job0023786","WI","INDUSTRIAL_MANUFACTURING","Somerset","construction worker","construction",NA,24600,0,0,"None",186,13,15,12.4,0.866666666666667
"4852","company05754","job0511936","TX",NA,"Amarillo","solo driver","driver",NA,42100,0,1,"None",1274,179,94,13.5531914893617,1.90425531914894
"4853","company05754","job0511936","TX",NA,"Amarillo",NA,NA,NA,42100,0,1,"None",82,4,5,16.4,0.8
"4854","company05759","job0018203","GA",NA,"Forest Park","gardener","install",NA,26200,0,1,"None",717,64,51,14.0588235294118,1.25490196078431
"4855","company05759","job0670050","CA",NA,"National City","account manager","sales",1,77200,1,0,"Higher Education",38,1,3,12.6666666666667,0.333333333333333
"4856","company05760","job0197764","PA",NA,"Greensburg","food service director","food",NA,38100,0,1,"Higher Education",395,60,13,30.3846153846154,4.61538461538461
"4857","company05772","job0709784","NJ",NA,"Princeton","development operations engineer","techsoftware",3,89800,0,0,"Higher Education",21,3,1,21,3
"4858","company05772","job0709784","NJ",NA,"Princeton","full stack developer","techsoftware",3,89600,0,0,"Higher Education",1701,72,93,18.2903225806452,0.774193548387097
"4859","company05772","job0709784","NJ",NA,"Princeton","full stack developer","techsoftware",5,125700,0,0,"Higher Education",391,5,5,78.2,1
"4860","company05777","job0145019","KY",NA,"Winchester","security officer","protective",NA,18600,0,1,"High School",277,121,15,18.4666666666667,8.06666666666667
"4861","company05777","job0641141","IL",NA,"Mount Carroll",NA,NA,NA,19300,0,0,"High School",521,42,29,17.9655172413793,1.44827586206897
"4862","company05777","job0667366","NV",NA,"Sparks","patrol officer","protective",NA,22200,0,1,"High School",133,36,7,19,5.14285714285714
"4863","company05777","job0791005","NE",NA,"Fort Calhoun","security officer","protective",NA,19500,0,0,"High School",303,13,8,37.875,1.625
"4864","company05777","job0911159","IA","AEROSPACE_AND_DEFENSE","Des Moines","security officer","protective",1,21900,0,1,"High School",11,0,1,11,0
"4865","company05777","job0911159","IA",NA,"Des Moines","security officer","protective",1,21900,0,1,"High School",559,136,32,17.46875,4.25
"4866","company05779","job0287131","FL",NA,"Pinellas Park","process technician","install",0.3,23300,1,0,"High School",130,10,3,43.3333333333333,3.33333333333333
"4867","company05779","job0359729","TN",NA,"Madison","receptionist","admin",0.3,24100,0,0,"High School",81,18,4,20.25,4.5
"4868","company05779","job0432019","SC",NA,"Columbia","receptionist","admin",0.3,23800,0,0,"High School",276,25,16,17.25,1.5625
"4869","company05779","job0436429","AZ",NA,"Tucson","receptionist","admin",0.3,24100,0,0,"High School",192,55,8,24,6.875
"4870","company05779","job0478703","GA",NA,"Gainesville","receptionist","admin",0.3,24000,0,0,"High School",24,0,1,24,0
"4871","company05779","job0478767","NY",NA,"Syracuse","quality specialist","manufacturing",1,28000,1,0,"High School",1146,62,90,12.7333333333333,0.688888888888889
"4872","company05779","job0478767","NY",NA,"Syracuse",NA,NA,1,28000,1,0,"High School",125,9,8,15.625,1.125
"4873","company05779","job0526111","TX",NA,"Waco","process technician","install",0.3,22800,1,0,"High School",111,26,6,18.5,4.33333333333333
"4874","company05779","job0612364","FL",NA,"Tallahassee","assistant manager","management",NA,41300,1,0,"Higher Education",144,53,7,20.5714285714286,7.57142857142857
"4875","company05779","job0612364","FL",NA,"Tallahassee",NA,NA,NA,41300,1,0,"Higher Education",154,55,7,22,7.85714285714286
"4876","company05779","job0661441","UT",NA,"Salt Lake","technical support","techhelp",0.3,23100,0,0,"High School",247,4,17,14.5294117647059,0.235294117647059
"4877","company05779","job0705440","GA",NA,"East Point","receptionist","admin",0.3,23800,0,0,"High School",101,9,5,20.2,1.8
"4878","company05779","job0705440","GA",NA,"East Point",NA,NA,0.3,23800,0,0,"High School",110,7,4,27.5,1.75
"4879","company05779","job0723954","OK",NA,"Tulsa","staff associate","admin",NA,34800,0,1,"None",861,245,48,17.9375,5.10416666666667
"4880","company05779","job0790041","FL",NA,"Lakeland","receptionist","admin",0.3,24100,0,0,"High School",1290,146,86,15,1.69767441860465
"4881","company05779","job0881666","TN",NA,"Murfreesboro","process technician","install",0.3,22700,1,0,"High School",175,55,10,17.5,5.5
"4882","company05779","job0897821","LA",NA,"Kenner","health screener","medtech",0.3,23900,0,0,"High School",985,168,59,16.6949152542373,2.84745762711864
"4883","company05790","job0040828","MI",NA,"Detroit","project manager","project",NA,78600,1,0,"None",35,5,2,17.5,2.5
"4884","company05796","job0257713","WI",NA,NA,"assistant director","management",NA,38500,0,0,"None",122,14,6,20.3333333333333,2.33333333333333
"4885","company05798","job0186572","CT",NA,"New Haven","physical therapist","therapy",NA,64600,0,1,"None",127,7,7,18.1428571428571,1
"4886","company05808","job0007835","MI",NA,"Grand Haven","assembler","manufacturing",NA,24200,0,0,"High School",435,96,31,14.0322580645161,3.09677419354839
"4887","company05813","job0007861","CA","RESTAURANTS_TRAVEL_AND_LEISURE","Bakersfield","bartender","food",NA,31900,0,0,"None",367,30,31,11.8387096774194,0.967741935483871
"4888","company05821","job0445187","NY",NA,"Gloversville","emergency medicine physician","meddr",NA,165400,0,0,"None",21,0,1,21,0
"4889","company05823","job0444496","MI","CONSULTING_AND_BUSINESS_SERVICES","Auburn Hills","application developer","techsoftware",3,66800,0,1,"Higher Education",465,22,28,16.6071428571429,0.785714285714286
"4890","company05823","job0444496","MI","CONSULTING_AND_BUSINESS_SERVICES","Auburn Hills",NA,NA,3,66800,0,1,"Higher Education",25,0,1,25,0
"4891","company05843","job0007904","SC",NA,"Mount Pleasant","banquet server","food",NA,25100,0,1,"None",481,68,30,16.0333333333333,2.26666666666667
"4892","company05854","job0128611","IL","ORGANIZATION","Chicago",NA,NA,NA,39700,0,1,"Higher Education",1465,651,91,16.0989010989011,7.15384615384615
"4893","company05858","job0064624","IL",NA,"Lisle","senior tax accountant","accounting",2,94600,0,1,"Higher Education",44,1,2,22,0.5
"4894","company05858","job0171861","AZ",NA,"Tucson","senior tax accountant","accounting",0.7,93600,0,1,"Higher Education",538,11,42,12.8095238095238,0.261904761904762
"4895","company05858","job0171861","AZ",NA,"Tucson","senior tax accountant","accounting",2,93600,0,1,"Higher Education",14,3,1,14,3
"4896","company05858","job0218433","CA",NA,"Los Angeles","senior tax accountant","accounting",2,97800,0,1,"Higher Education",20,14,2,10,7
"4897","company05858","job0341423","TX",NA,"Houston","audit associate","accounting",1,95800,0,1,"Higher Education",133,54,7,19,7.71428571428571
"4898","company05859","job0182833","CA","HUMAN_RESOURCES_AND_STAFFING","San Francisco","web content specialist","techsoftware",NA,63000,0,0,"None",135,15,5,27,3
"4899","company05859","job0386047","NY","HUMAN_RESOURCES_AND_STAFFING","New York","designer","arts",2,60200,0,0,"None",557,57,35,15.9142857142857,1.62857142857143
"4900","company05859","job0889733","NY","HUMAN_RESOURCES_AND_STAFFING","New York","art director","marketing",NA,81600,0,0,"None",601,93,20,30.05,4.65
"4901","company05865","job0497007","NY",NA,"New York","primary care physician","meddr",NA,202700,0,1,"None",274,78,15,18.2666666666667,5.2
